,limprep_cd150minus_C10,limprep_cd150minus_C12,limprep_cd150minus_C6,limprep_cd150minus_C9,limprep_cd150minus_D11,limprep_cd150minus_D12,limprep_cd150minus_D3,limprep_cd150minus_D4,limprep_cd150minus_D5,limprep_cd150minus_D8,limprep_cd150minus_D9,limprep_cd150plus_A10,limprep_cd150plus_A11,limprep_cd150plus_A3,limprep_cd150plus_A8,limprep_cd150plus_B11,limprep_cd150plus_B12,limprep_cd150plus_B3,limprep_cd150plus_B4,limprep_cd150plus_B9
ENSMUSG00000094198,0,0,2,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000094207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094238,5,5,8,13,6,6,9,6,1,0,1,0,1,0,2,1,1,4,0,8
ENSMUSG00000094242,10,3,5,5,0,1,3,3,1,0,0,0,0,2,1,5,5,4,0,5
ENSMUSG00000094247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094248,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094249,2,0,2,1,0,11,0,2,3,0,1,0,0,0,2,0,0,1,0,1
ENSMUSG00000094250,8,3,2,2,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000094256,10,7,10,12,5,5,6,8,2,0,5,2,2,7,10,4,5,11,4,8
ENSMUSG00000094257,8,12,5,5,0,1,0,6,1,0,4,0,0,6,2,2,0,0,0,3
ENSMUSG00000094275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000094277,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094278,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094281,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
ENSMUSG00000094290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094306,5,6,0,1,0,0,0,21,0,0,23,0,0,0,0,5,10,2,0,0
ENSMUSG00000094314,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094318,13,1,9,8,4,3,8,8,6,0,1,0,0,1,9,2,4,3,1,8
ENSMUSG00000094320,14,13,12,24,5,63,10,19,4,1,6,1,2,6,6,2,4,15,1,7
ENSMUSG00000094323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000094326,8,2,8,1,4,3,1,2,3,0,3,1,1,2,1,0,10,3,2,5
ENSMUSG00000094334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ENSMUSG00000094343,16,7,0,6,0,0,4,1,0,0,0,0,0,0,7,17,0,0,0,0
ENSMUSG00000094344,289,215,373,455,64,326,429,424,328,26,255,34,31,160,283,84,249,605,75,232
ENSMUSG00000094365,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,6
ENSMUSG00000094370,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094392,9,0,0,0,4,19,9,0,0,0,11,1,0,11,0,5,0,1,0,6
ENSMUSG00000094403,7,11,4,29,5,5,0,19,26,0,4,1,0,2,15,1,1,21,2,20
ENSMUSG00000094410,0,1,6,0,0,5,0,0,0,0,0,0,0,188,0,433,0,0,0,0
ENSMUSG00000094427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000094437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ENSMUSG00000094441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000094446,2,1,1,2,0,0,1,1,0,1,0,0,0,4,4,1,0,0,0,3
ENSMUSG00000094456,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000094460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000094463,0,1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000094477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000094480,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094483,1027,575,1444,510,6,1375,1157,256,307,3,919,26,18,252,119,1025,976,1020,927,803
ENSMUSG00000094497,19,6,15,28,13,6,5,22,13,0,4,0,5,0,20,3,1,36,2,22
ENSMUSG00000094504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
ENSMUSG00000094518,6,17,13,11,10,34,12,10,3,8,1,0,0,6,1,11,0,25,0,6
ENSMUSG00000094525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094530,46,24,40,42,17,41,0,5,7,2,1,1,0,2,11,14,0,5,5,46
ENSMUSG00000094551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094557,11,6,22,26,9,16,33,16,12,2,5,0,0,2,12,3,9,10,6,27
ENSMUSG00000094566,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094568,0,3,2,0,0,1,0,3,6,0,0,0,3,0,0,0,0,2,0,0
ENSMUSG00000094580,0,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2
ENSMUSG00000094595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0
ENSMUSG00000094603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094605,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,26,30,0,0,0
ENSMUSG00000094614,1,0,0,6,1,248,238,24,12,11,205,0,0,45,6,3,0,1,0,10
ENSMUSG00000094615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094627,0,2,3,6,0,1,1,0,1,0,2,0,0,0,1,0,2,0,0,6
ENSMUSG00000094634,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,27,0,211
ENSMUSG00000094638,4,2,0,1,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,1
ENSMUSG00000094649,2,2,3,1,0,3,0,0,0,0,18,0,0,3,0,2,18,1,0,0
ENSMUSG00000094655,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094664,51,10,28,28,11,24,41,11,7,0,22,1,1,15,18,16,17,19,5,27
ENSMUSG00000094676,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094683,0,0,2,0,0,6,0,1,0,0,0,0,0,0,3,3,0,0,0,0
ENSMUSG00000094685,10,8,2,2,2,23,8,13,0,4,0,1,1,0,6,8,14,0,0,7
ENSMUSG00000094706,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094708,0,1,0,0,0,3,4,2,3,0,0,1,0,0,1,0,0,2,0,3
ENSMUSG00000094724,29,6,61,68,21,44,13,23,5,0,2,0,0,0,83,15,306,160,0,29
ENSMUSG00000094730,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094734,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094737,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000094767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094772,4,0,1,7,1,8,2,1,2,0,0,1,0,1,2,1,0,4,0,0
ENSMUSG00000094776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000094777,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094790,0,0,1,1,1,11,4,3,1,0,0,0,0,0,0,0,0,0,4,0
ENSMUSG00000094796,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0
ENSMUSG00000094807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000094815,0,2,0,0,0,1,0,31,0,0,0,0,0,0,1,40,0,0,0,33
ENSMUSG00000094824,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
ENSMUSG00000094825,0,0,0,0,1,0,0,0,0,0,4,0,0,5,0,0,0,0,0,6
ENSMUSG00000094827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094840,0,0,0,0,0,17,0,0,0,0,2263,0,0,0,0,568,0,0,0,0
ENSMUSG00000094842,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094843,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094852,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000094865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094870,59,281,372,15,22,4,0,53,132,1,0,2,0,752,2,0,28,54,0,574
ENSMUSG00000094873,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1
ENSMUSG00000094886,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000094925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000094929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000094930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094935,0,2,4,0,0,6,7,2,0,0,1,2,4,0,1,0,0,7,0,1
ENSMUSG00000094936,74,2,0,0,0,0,0,1,0,0,3,0,0,5,1,0,0,0,0,5
ENSMUSG00000094942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
ENSMUSG00000094955,44,28,81,69,10,6,35,45,26,1,17,0,0,29,17,25,13,26,6,29
ENSMUSG00000094958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094973,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000094974,1,1,1,6,3,3,2,1,1,0,1,1,0,1,4,2,5,5,0,3
ENSMUSG00000094989,35,40,55,53,38,40,28,33,25,5,34,2,2,35,60,15,30,101,4,51
ENSMUSG00000094993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095017,4,3,4,6,4,4,3,5,2,0,2,1,0,1,3,2,3,8,0,7
ENSMUSG00000095018,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,2,0,1,0,1
ENSMUSG00000095025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000095040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,312
ENSMUSG00000095042,8,9,5,10,1,11,8,9,11,2,3,0,0,9,14,4,0,13,1,9
ENSMUSG00000095062,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000095078,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095098,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,19,0
ENSMUSG00000095104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000095105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095111,62,11,0,76,2,14,0,31,0,0,0,0,0,0,10,0,0,0,0,61
ENSMUSG00000095115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000095123,0,75,0,0,22,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8
ENSMUSG00000095124,1,6,12,4,0,0,27,9,6,0,4,0,3,2,1,2,0,18,0,4
ENSMUSG00000095126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000095128,0,0,0,0,0,0,404,0,0,0,14,0,0,0,0,0,0,0,0,0
ENSMUSG00000095134,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095136,0,0,1,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000095137,3,0,1,2,1,0,1,0,0,0,4,0,0,0,1,0,0,1,0,0
ENSMUSG00000095139,0,0,2,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000095150,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000095159,4,3,13,3,0,6,0,11,4,3,0,0,0,1,1,0,0,2,0,5
ENSMUSG00000095168,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000095176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000095178,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095186,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095193,0,0,0,1,0,7,0,2,2,0,0,0,1,0,0,246,338,1,2,0
ENSMUSG00000095195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000095197,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0
ENSMUSG00000095199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
ENSMUSG00000095217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095253,0,0,0,36,341,0,0,0,0,0,0,0,0,204,0,0,0,0,0,22
ENSMUSG00000095262,0,0,2,3,1,1,0,1,0,0,1,0,0,0,1,0,0,3,0,1
ENSMUSG00000095266,0,1,1,3,1,6,0,0,5,0,0,0,0,0,0,0,0,1,0,1
ENSMUSG00000095273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095277,1,1,0,3,0,8,2,4,1,0,3,0,1,1,1,1,1,2,0,0
ENSMUSG00000095280,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ENSMUSG00000095288,7,7,27,27,16,18,47,32,8,0,12,2,2,6,19,7,4,34,5,22
ENSMUSG00000095291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000095295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000095297,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095298,0,0,0,0,0,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0
ENSMUSG00000095299,1,0,1,1,0,0,2,0,0,0,0,0,0,0,2,2,0,5,0,0
ENSMUSG00000095308,13,5,23,19,7,12,10,14,12,0,2,0,1,6,24,1,2,17,1,18
ENSMUSG00000095315,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095325,0,256,14,0,0,0,199,0,0,0,0,0,2,0,0,0,1386,0,0,1
ENSMUSG00000095331,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
ENSMUSG00000095343,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1
ENSMUSG00000095362,2,0,95,0,2,60,0,0,0,0,383,0,0,0,68,17,0,7,0,19
ENSMUSG00000095377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000095382,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095403,301,512,127,464,396,682,505,76,44,81,1313,32,59,497,42,210,222,362,19,305
ENSMUSG00000095406,23,5,2,10,1,2,0,6,2,0,5,0,0,2,2,4,1,6,0,3
ENSMUSG00000095408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000095419,3,1,1,0,0,5,0,0,3,1,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000095427,82,35,75,111,14,7,6,37,48,5,23,9,5,8,36,33,13,28,0,29
ENSMUSG00000095432,23,272,47,0,14,1038,0,0,1,0,0,17,21,0,0,440,0,0,0,561
ENSMUSG00000095438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095454,29,11,26,33,1,42,1,38,32,0,0,3,0,2,6,1,15,6,0,38
ENSMUSG00000095457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095465,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095478,0,2,4,2,0,2,3,1,0,0,0,0,0,0,0,5,0,0,0,3
ENSMUSG00000095481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000095499,6,0,9,10,2,0,4,9,1,0,2,0,2,0,1,2,1,5,0,3
ENSMUSG00000095512,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095517,3,1,4,3,0,2,3,1,2,0,1,0,0,1,0,0,1,1,0,2
ENSMUSG00000095524,17,7,9,9,11,11,4,5,1,1,8,2,0,11,7,7,5,1,0,7
ENSMUSG00000095526,67,16,53,33,18,43,29,12,11,2,27,5,5,17,12,90,23,31,2,53
ENSMUSG00000095547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000095555,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000095561,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000095562,9,0,4,16,12,2,9,10,9,24,6,0,0,11,8,21,0,8,10,9
ENSMUSG00000095567,985,342,313,449,961,3,0,225,597,116,103,5,0,525,442,323,361,0,0,10
ENSMUSG00000095571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000095588,137,82,105,122,33,60,71,73,44,4,63,7,5,30,20,13,18,61,8,88
ENSMUSG00000095589,1,0,0,1,1,2,0,3,1,5,3,3,3,0,1,0,3,2,0,1
ENSMUSG00000095595,61,197,35,9,0,1,17,15,0,2,9,0,0,268,4,0,335,66,0,24
ENSMUSG00000095596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095597,360,243,464,327,230,361,284,243,183,24,274,68,37,280,286,244,102,502,111,446
ENSMUSG00000095600,20,6,8,6,2,6,3,6,2,0,2,2,0,21,2,2,5,7,0,6
ENSMUSG00000095605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000095614,0,0,0,1,1,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095616,20,0,0,1,1,1,0,0,0,0,0,0,0,85,0,0,0,0,0,0
ENSMUSG00000095624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
ENSMUSG00000095627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000095638,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ENSMUSG00000095648,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095649,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095651,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095661,0,0,0,2,0,5,2,0,0,0,3,0,1,0,3,0,5,6,1,0
ENSMUSG00000095669,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000095677,408,152,127,128,0,82,0,188,34,0,0,10,23,557,1,209,0,76,0,787
ENSMUSG00000095680,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000095681,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000095687,37,10,16,16,210,16,0,29,2,0,107,41,11,74,42,79,34,44,288,29
ENSMUSG00000095690,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000095693,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1
ENSMUSG00000095730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,25
ENSMUSG00000095737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000095738,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095762,10,9,10,8,0,10,5,3,0,1,0,0,0,0,0,1,1,1,3,3
ENSMUSG00000095767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000095776,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000095789,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
ENSMUSG00000095797,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095811,0,0,0,0,1,5,1,0,0,0,0,2,2,0,0,0,0,3,0,4
ENSMUSG00000095812,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000095826,0,0,2,0,1,0,1,1,2,0,2,0,1,0,1,1,1,1,0,0
ENSMUSG00000095827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000095832,279,399,287,64,42,190,1440,13,55,3,50,422,0,16,0,269,157,0,0,152
ENSMUSG00000095836,0,0,0,3,1,3,0,2,2,0,3,0,0,2,0,0,0,3,0,0
ENSMUSG00000095846,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000095847,34,39,72,94,52,95,101,96,63,8,40,7,14,37,136,22,51,165,10,91
ENSMUSG00000095856,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095865,5,2,2,3,0,5,0,0,0,0,0,0,1,0,2,1,0,0,1,1
ENSMUSG00000095871,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095891,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000095892,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095895,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,3,0
ENSMUSG00000095905,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000095908,3,3,3,7,0,6,0,2,1,6,1,0,0,11,6,1,0,0,2,6
ENSMUSG00000095920,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000095930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0
ENSMUSG00000095937,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ENSMUSG00000095940,5,8,6,12,5,6,9,10,5,0,8,2,2,8,5,7,4,7,3,4
ENSMUSG00000095943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000095946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000095967,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0
ENSMUSG00000095990,0,7,69,60,1,2,383,0,0,0,195,0,10,1,0,30,0,0,0,8
ENSMUSG00000095991,0,0,1,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
ENSMUSG00000095993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000095995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000096003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000096006,17,18,30,42,4,9,11,20,16,2,17,1,0,5,0,8,29,12,11,15
ENSMUSG00000096010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096033,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096056,2,4,1,176,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096065,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096086,5,4,16,12,4,20,12,6,10,0,12,0,5,2,7,2,1,17,1,4
ENSMUSG00000096094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
ENSMUSG00000096111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
ENSMUSG00000096112,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000096135,0,2,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000096141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
ENSMUSG00000096143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096145,590,172,58,474,0,6,0,97,90,0,0,1,253,0,379,247,992,437,1,226
ENSMUSG00000096147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096156,2,3,0,1,0,1,0,7,0,0,0,0,0,1,0,0,0,2,0,1
ENSMUSG00000096157,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
